cuid,city,type,province,population
5941844,Agats Meadow 8,Indian reserve,British Columbia,0
5941845,Thomas Squinas Ranch 2A,Indian reserve,British Columbia,0
5941848,Alexis Creek 21,Indian reserve,British Columbia,0
5941854,Ulkatcho 13,Indian reserve,British Columbia,0
5941856,Alexis Creek 34,Indian reserve,British Columbia,0
5941858,Cahoose 10,Indian reserve,British Columbia,0
5941859,Blackwater Meadow 11,Indian reserve,British Columbia,0
5941860,Cahoose 12,Indian reserve,British Columbia,0
5941861,Betty Creek 18,Indian reserve,British Columbia,0
5941862,Salmon River Meadow 7,Indian reserve,British Columbia,0
5941863,Tzetzi Lake 11,Indian reserve,British Columbia,0
5941864,Sundayman's Meadow 3,Indian reserve,British Columbia,0
5941866,Euchinico Creek 17,Indian reserve,British Columbia,0
5941881,Baezaeko River 27,Indian reserve,British Columbia,0
5943809,Hopetown 10A,Indian reserve,British Columbia,0
5943817,Thomas Point 5,Indian reserve,British Columbia,0
5943835,Nimpkish 2,Indian reserve,British Columbia,0
5943836,Hope Island 1,Indian reserve,British Columbia,0
5949805,Kshish 4,Indian reserve,British Columbia,0
5949846,Tahltan 1,Indian reserve,British Columbia,0
5951804,Sowchea 3,Indian reserve,British Columbia,0
5951811,Tacla Lake (Ferry Landing) 9,Indian reserve,British Columbia,0
5951825,Tatla West 11,Indian reserve,British Columbia,0
5951830,Jean Baptiste 28,Indian reserve,British Columbia,0
5951845,Tadinlay 15,Indian reserve,British Columbia,0
5951846,Nedoats 11,Indian reserve,British Columbia,0
5951847,Babine Lake 21B,Indian reserve,British Columbia,0
5951849,Mission Lands 17,Indian reserve,British Columbia,0
5957804,Good Hope Lake,Indian Settlement,British Columbia,0
5959809,Kahntah 3,Indian reserve,British Columbia,0
5917811,Esquimalt,Indian reserve,British Columbia,
4611040,Winnipeg,City,Manitoba,705244
4607062,Brandon,City,Manitoba,48859
4602044,Steinbach,City,Manitoba,15829
4602041,Hanover,Rural municipality,Manitoba,15733
4612047,Springfield,Rural municipality,Manitoba,15342
4622026,Thompson,City,Manitoba,13678
4609029,Portage la Prairie,City,Manitoba,13304
4603050,Winkler,City,Manitoba,12591
4613043,St. Andrews,Rural municipality,Manitoba,11913
4602069,Taché,Rural municipality,Manitoba,11568
4613056,St. Clements,Rural municipality,Manitoba,10876
4613047,Selkirk,City,Manitoba,10278
4613032,East St. Paul,Rural municipality,Manitoba,9372
4603047,Stanley,Rural municipality,Manitoba,9038
4603053,Morden,City,Manitoba,8668
4617050,Dauphin,City,Manitoba,8457
4614036,Rockwood,Rural municipality,Manitoba,7823
4610035,Macdonald,Rural municipality,Manitoba,7162
4609024,Portage la Prairie,Rural municipality,Manitoba,6975
4602075,Ritchot,Rural municipality,Manitoba,6679
4618031,Gimli,Rural municipality,Manitoba,6181
4602053,La Broquerie,Rural municipality,Manitoba,6076
4603041,Rhineland,Municipality,Manitoba,5945
4621045,The Pas,Town,Manitoba,5369
4613037,West St. Paul,Rural municipality,Manitoba,5368
4612054,Brokenhead,Rural municipality,Manitoba,5122
4602057,Ste. Anne,Rural municipality,Manitoba,5003
4621064,Flin Flon (Part),City,Manitoba,4982
4622058,Norway House 17,Indian reserve,Manitoba,4927
4614039,Stonewall,Town,Manitoba,4809
4602046,Niverville,Town,Manitoba,4610
4615020,Neepawa,Town,Manitoba,4609
4607060,Cornwallis,Rural municipality,Manitoba,4520
4603040,Altona,Town,Manitoba,4212
4620048,Swan River,Town,Manitoba,4014
4608046,North Norfolk,Municipality,Manitoba,3853
4602032,De Salaberry,Rural municipality,Manitoba,3580
4611042,Headingley,Rural municipality,Manitoba,3579
4605025,Killarney - Turtle Mountain,Rural municipality,Manitoba,3429
4614031,Woodlands,Rural municipality,Manitoba,3416
4618076,Bifrost-Riverton,Municipality,Manitoba,3378
4610043,Cartier,Rural municipality,Manitoba,3368
4601071,Alexander,Rural municipality,Manitoba,3333
4606034,Virden,Town,Manitoba,3322
4622801,St. Theresa Point,Indian reserve,Manitoba,3262
4612056,Beausejour,Town,Manitoba,3219
4616048,Hillsburg-Roblin-Shell River,Municipality,Manitoba,3214
4603074,Carman,Town,Manitoba,3164
4608060,WestLake-Gladstone,Municipality,Manitoba,3154
4601057,Lac du Bonnet,Rural municipality,Manitoba,3121
4603065,Morris,Rural municipality,Manitoba,3047
4604064,Lorne,Municipality,Manitoba,3041
4606031,Wallace-Woodworth,Rural municipality,Manitoba,2948
4620042,Swan Valley West,Municipality,Manitoba,2829
4619045,"Division No. 19, Unorganized",Unorganized,Manitoba,2804
4607066,North Cypress-Langford,Municipality,Manitoba,2745
4619059,Peguis 1B,Indian reserve,Manitoba,2704
4609018,Grey,Rural municipality,Manitoba,2648
4622048,Garden Hill First Nation,Indian reserve,Manitoba,2591
4607052,Souris-Glenwood,Municipality,Manitoba,2562
4622059,Nelson House 170,Indian reserve,Manitoba,2547
4622046,"Division No. 22, Unorganized",Unorganized,Manitoba,2539
4602024,Emerson-Franklin,Municipality,Manitoba,2537
4608069,Sandy Bay 5,Indian reserve,Manitoba,2515
4621043,Opaskwayak Cree Nation 21E,Indian reserve,Manitoba,2473
4615075,Minnedosa,Town,Manitoba,2449
4616030,Russell-Binscarth,Municipality,Manitoba,2442
4603072,Dufferin,Rural municipality,Manitoba,2435
4621052,Kelsey,Rural municipality,Manitoba,2424
4617048,Dauphin,Rural municipality,Manitoba,2388
4605032,Boissevain-Morton,Municipality,Manitoba,2353
4604034,Pembina,Municipality,Manitoba,2347
4618056,West Interlake,Municipality,Manitoba,2162
4607076,Riverdale,Municipality,Manitoba,2133
4602061,Ste. Anne,Town,Manitoba,2114
4615056,Prairie View,Municipality,Manitoba,2088
4622063,Split Lake (Part) 171,Indian reserve,Manitoba,2044
4622050,Oxford House 24,Indian reserve,Manitoba,1950
4615063,Yellowhead,Rural municipality,Manitoba,1948
4619050,Fort Alexander 3,Indian reserve,Manitoba,1929
4622052,Cross Lake 19A,Indian reserve,Manitoba,1922
4604040,Louise,Municipality,Manitoba,1918
4603067,Morris,Town,Manitoba,1885
4618037,Armstrong,Rural municipality,Manitoba,1792
4621078,"Division No. 21, Unorganized",Unorganized,Manitoba,1763
4608032,Norfolk-Treherne,Municipality,Manitoba,1751
4607068,Carberry,Town,Manitoba,1738
4601039,Piney,Rural municipality,Manitoba,1726
4623064,Pukatawagan 198,Indian reserve,Manitoba,1724
4617041,Ste. Rose,Municipality,Manitoba,1712
4618068,Fisher,Rural municipality,Manitoba,1708
4607046,Oakland-Wawanesa,Municipality,Manitoba,1690
4615078,Rosedale,Rural municipality,Manitoba,1672
4607057,Whitehead,Rural municipality,Manitoba,1661
4620051,Minitonas-Bowsman,Municipality,Manitoba,1653
4601035,Stuartburn,Rural municipality,Manitoba,1648
4615032,Oakview,Rural municipality,Manitoba,1626
4615070,Harrison Park,Municipality,Manitoba,1622
4622051,Cross Lake 19,Indian reserve,Manitoba,1607
4607039,Glenboro-South Cypress,Municipality,Manitoba,1565
4605062,Grassland,Municipality,Manitoba,1561
4601046,Whitemouth,Rural municipality,Manitoba,1557
4608042,Victoria,Rural municipality,Manitoba,1514
4601051,Pinawa,Local government district,Manitoba,1504
4605038,Deloraine-Winchester,Municipality,Manitoba,1489
4617058,Grandview,Municipality,Manitoba,1482
4619056,Fisher River 44,Indian reserve,Manitoba,1473
4617054,Gilbert Plains,Municipality,Manitoba,1470
4606023,Pipestone,Rural municipality,Manitoba,1458
4605071,Prairie Lakes,Rural municipality,Manitoba,1453
4603058,Thompson,Rural municipality,Manitoba,1422
4616020,Riding Mountain West,Rural municipality,Manitoba,1420
4610052,St. François Xavier,Rural municipality,Manitoba,1411
4622800,Wasagamack,Indian reserve,Manitoba,1403
4614015,Rosser,Rural municipality,Manitoba,1372
4616017,Waywayseecappo First Nation,Indian reserve,Manitoba,1365
4617075,Lakeshore,Rural municipality,Manitoba,1363
4618060,Grahamdale,Rural municipality,Manitoba,1359
4617029,Ebb and Flow 52,Indian reserve,Manitoba,1341
4601043,Reynolds,Rural municipality,Manitoba,1338
4618040,St. Laurent,Rural municipality,Manitoba,1338
4601075,Powerview-Pine Falls,Town,Manitoba,1316
4604052,Cartwright-Roblin,Municipality,Manitoba,1308
4607071,Elton,Rural municipality,Manitoba,1273
4623022,Gillam,Town,Manitoba,1265
4603030,Montcalm,Rural municipality,Manitoba,1260
4606016,Sifton,Rural municipality,Manitoba,1256
4618044,Coldwell,Rural municipality,Manitoba,1254
4621029,Chemawawin 2,Indian reserve,Manitoba,1252
4617026,Alonsa,Rural municipality,Manitoba,1247
4609025,Long Plain (Part) 6,Indian reserve,Manitoba,1232
4618074,Arborg,Town,Manitoba,1232
4615037,Hamiota,Municipality,Manitoba,1225
4614042,Teulon,Town,Manitoba,1201
4615074,Minto-Odanah,Municipality,Manitoba,1189
4608055,Glenella-Lansdowne,Municipality,Manitoba,1181
4605056,Two Borders,Municipality,Manitoba,1175
4602037,St-Pierre-Jolys,Village,Manitoba,1170
4618067,Fairford (Part) 50,Indian reserve,Manitoba,1169
4617072,Mossey River,Rural municipality,Manitoba,1145
4618034,Winnipeg Beach,Town,Manitoba,1145
4603062,Roland,Rural municipality,Manitoba,1129
4619077,Berens River 13,Indian reserve,Manitoba,1128
4621058,Moose Lake 31A,Indian reserve,Manitoba,1124
4601060,Lac du Bonnet,Town,Manitoba,1089
4605052,Melita,Town,Manitoba,1042
4606040,Sioux Valley Dakota Nation,Indian reserve,Manitoba,1028
4604057,Argyle,Rural municipality,Manitoba,1025
4601094,"Division No.  1, Unorganized",Unorganized,Manitoba,1023
4623071,Shamattawa 1,Indian reserve,Manitoba,1019
4622049,God's Lake 23,Indian reserve,Manitoba,982
4623037,South Indian Lake,Indian Settlement,Manitoba,981
4616005,Rossburn,Municipality,Manitoba,976
4621071,Snow Lake,Town,Manitoba,899
4623056,Churchill,Town,Manitoba,899
4617035,McCreary,Municipality,Manitoba,892
4615047,Ellice-Archie,Rural municipality,Manitoba,887
4618055,Dog Creek 46,Indian reserve,Manitoba,874
4615092,Clanwilliam-Erickson,Municipality,Manitoba,870
4621027,Grand Rapids 33,Indian reserve,Manitoba,868
4619075,Poplar River 16,Indian reserve,Manitoba,866
4622067,Cross Lake 19E,Indian reserve,Manitoba,846
4619051,Little Grand Rapids 14,Indian reserve,Manitoba,810
4619072,Shoal River Indian Reserve 65A,Indian reserve,Manitoba,810
4613049,Dunnottar,Village,Manitoba,763
4623067,Lac Brochet 197A,Indian reserve,Manitoba,728
4619054,Black River 9,Indian reserve,Manitoba,698
4619052,Bloodvein 12,Indian reserve,Manitoba,687
4622056,Red Sucker Lake 1976,Indian reserve,Manitoba,675
4605044,Brenda-Waskada,Municipality,Manitoba,674
4622055,God's River 86A,Indian reserve,Manitoba,643
4619070,Pine Creek 66A,Indian reserve,Manitoba,631
4617064,Ethelbert,Municipality,Manitoba,607
4619053,Hole or Hollow Water 10,Indian reserve,Manitoba,582
4623034,Leaf Rapids,Town,Manitoba,582
4620055,Mountain (North),Rural municipality,Manitoba,559
4602027,Roseau River 2,Indian reserve,Manitoba,558
4613062,Brokenhead 4,Indian reserve,Manitoba,516
4623047,Lynn Lake,Town,Manitoba,494
4601070,Buffalo Point 36,Indian reserve,Manitoba,481
4619068,Crane River 51,Indian reserve,Manitoba,444
4622065,York Landing,Indian reserve,Manitoba,443
4620032,Mountain (South),Rural municipality,Manitoba,419
4615042,Birdtail Creek 57,Indian reserve,Manitoba,411
4623062,"Division No. 23, Unorganized",Unorganized,Manitoba,406
4601078,Victoria Beach,Rural municipality,Manitoba,398
4615067,Keeseekoowenin 61,Indian reserve,Manitoba,386
4623065,Brochet 197,Indian reserve,Manitoba,383
4619069,Waterhen 45,Indian reserve,Manitoba,373
4616046,Valley River 63A,Indian reserve,Manitoba,353
4604068,Swan Lake  7,Indian reserve,Manitoba,347
4615071,Rolling River 67,Indian reserve,Manitoba,346
4623058,Churchill 1,Indian reserve,Manitoba,324
4606029,Canupawakpa Dakota First Nation (Oak Lake 59),Indian reserve,Manitoba,305
4621040,Opaskwayak Cree Nation 21I,Indian reserve,Manitoba,294
4618063,Little Saskatchewan 48,Indian reserve,Manitoba,288
4619079,Pauingassi First Nation,Indian reserve,Manitoba,271
4621025,Grand Rapids,Town,Manitoba,268
4621033,Opaskwayak Cree Nation 21A,Indian reserve,Manitoba,210
4619061,Jackhead 43,Indian reserve,Manitoba,207
4609027,Dakota Tipi 1,Indian reserve,Manitoba,156
4618091,"Division No. 18, Unorganized, East Part",Unorganized,Manitoba,156
4623027,Fox Lake 2,Indian reserve,Manitoba,156
4602026,Roseau Rapids 2A,Indian reserve,Manitoba,114
4622064,Ilford,Indian Settlement,Manitoba,106
4617092,"Division No. 17, Unorganized",Unorganized,Manitoba,101
4620066,"Division No. 20, Unorganized, South Part",Unorganized,Manitoba,82
4616025,Gambler 63 (Part),Indian reserve,Manitoba,78
4609026,Dakota Plains 6A,Indian reserve,Manitoba,76
4620069,"Division No. 20, Unorganized, North Part",Unorganized,Manitoba,65
4619058,Fisher River 44A,Indian reserve,Manitoba,58
4615072,Rolling River 67B,Indian reserve,Manitoba,46
4621034,Opaskwayak Cree Nation 21B,Indian reserve,Manitoba,39
4619071,Swan Lake 65C,Indian reserve,Manitoba,23
4621035,Opaskwayak Cree Nation 21C,Indian reserve,Manitoba,18
4619082,Chemawawin 3,Indian reserve,Manitoba,15
4623039,Granville Lake,Indian Settlement,Manitoba,10
4615049,Gambler 63 (Part),Indian reserve,Manitoba,5
4619065,The Narrows 49,Indian reserve,Manitoba,5
4601079,Shoal Lake (Part) 40,Indian reserve,Manitoba,0
4601082,Shoal Lake (Part) 39A,Indian reserve,Manitoba,0
4618093,"Division No. 18, Unorganized, West Part",Unorganized,Manitoba,0
4619060,Fairford (Part) 50,Indian reserve,Manitoba,0
4619062,Dauphin River 48A,Indian reserve,Manitoba,0
4622017,Mystery Lake,Local government district,Manitoba,0
4622802,Mooseocoot,Indian reserve,Manitoba,0
4623025,Gillam,Indian Settlement,Manitoba,0
4623060,Split Lake (Part) 171,Indian reserve,Manitoba,0
4623800,Black Sturgeon,Indian reserve,Manitoba,0
1307022,Moncton,City,New Brunswick,71889
1301006,Saint John,City,New Brunswick,67575
1310032,Fredericton,City,New Brunswick,58220
1307045,Dieppe,City,New Brunswick,25384
1306020,Riverview,Town,New Brunswick,19667
1305057,Quispamsis,Town,New Brunswick,18245
1309050,Miramichi,City,New Brunswick,17537
1313027,Edmundston,City,New Brunswick,16580
1315002,Tracadie,Regional municipality,New Brunswick,16114
1315011,Bathurst,City,New Brunswick,11897
1305045,Rothesay,Town,New Brunswick,11659
1307019,Moncton,Parish,New Brunswick,9811
1303012,Oromocto,Town,New Brunswick,9223
1303008,Lincoln,Parish,New Brunswick,7177
1314014,Campbellton,City,New Brunswick,6883
1307052,Shediac,Town,New Brunswick,6664
1307005,Beaubassin East,Rural community,New Brunswick,6376
1315012,Beresford,Parish,New Brunswick,6248
1310028,Douglas,Parish,New Brunswick,6154
1307009,Sackville,Town,New Brunswick,5331
1312019,Grand Falls,Town,New Brunswick,5326
1311006,Woodstock,Town,New Brunswick,5228
1303011,Burton,Parish,New Brunswick,5119
1305015,Grand Bay-Westfield,Town,New Brunswick,4964
1310031,Saint Marys,Parish,New Brunswick,4837
1315029,Shippagan,Parish,New Brunswick,4800
1315008,Bathurst,Parish,New Brunswick,4797
1307016,Shediac,Parish,New Brunswick,4789
1307013,Memramcook,Village,New Brunswick,4778
1310017,Hanwell,Rural community,New Brunswick,4750
1306014,Coverdale,Parish,New Brunswick,4466
1302037,St. Stephen,Town,New Brunswick,4415
1305007,Hampton,Town,New Brunswick,4289
1315015,Beresford,Town,New Brunswick,4288
1305022,Sussex,Town,New Brunswick,4282
1315028,Caraquet,Town,New Brunswick,4248
1310002,New Maryland,Village,New Brunswick,4174
1308001,Dundas,Parish,New Brunswick,3914
1301004,Simonds,Parish,New Brunswick,3843
1309036,Alnwick,Parish,New Brunswick,3640
1314013,Atholville,Village,New Brunswick,3570
1305031,Studholm,Parish,New Brunswick,3522
1307024,Salisbury,Parish,New Brunswick,3388
1310026,Bright,Parish,New Brunswick,3289
1314017,Dalhousie,Town,New Brunswick,3126
1308004,Wellington,Parish,New Brunswick,3079
1305014,Kingston,Parish,New Brunswick,2913
1310018,Kingsclear,Parish,New Brunswick,2822
1305006,Hampton,Parish,New Brunswick,2809
1311014,Wakefield,Parish,New Brunswick,2767
1308002,Cocagne,Rural community,New Brunswick,2649
1310001,New Maryland,Parish,New Brunswick,2606
1315031,Shippagan,Town,New Brunswick,2580
1305021,Sussex,Parish,New Brunswick,2516
1307007,Cap-Pelé,Village,New Brunswick,2425
1315024,Inkerman,Parish,New Brunswick,2366
1308005,Bouctouche,Town,New Brunswick,2361
1302052,Grand Manan,Village,New Brunswick,2360
1302016,Saint George,Parish,New Brunswick,2341
1315019,Paquetville,Parish,New Brunswick,2329
1304022,Minto,Village,New Brunswick,2305
1307028,Salisbury,Village,New Brunswick,2284
1309028,Northesk,Parish,New Brunswick,2263
1311004,Woodstock,Parish,New Brunswick,2220
1309027,Upper Miramichi,Rural community,New Brunswick,2218
1309001,Hardwicke,Parish,New Brunswick,2201
1314022,Saint-Quentin,Town,New Brunswick,2194
1302011,Pennfield,Parish,New Brunswick,2170
1312021,Drummond,Parish,New Brunswick,2157
1311028,Kent,Parish,New Brunswick,2153
1315006,Allardville,Parish,New Brunswick,2032
1309018,Blackville,Parish,New Brunswick,2028
1308019,Saint-Charles,Parish,New Brunswick,1997
1314020,Kedgwick,Rural community,New Brunswick,1979
1308006,Saint Mary,Parish,New Brunswick,1972
1305011,Westfield,Parish,New Brunswick,1962
1314011,Eel River Crossing,Village,New Brunswick,1953
1308015,Richibucto 15,Indian reserve,New Brunswick,1937
1315014,Petit-Rocher,Village,New Brunswick,1897
1308016,Richibucto,Parish,New Brunswick,1887
1302034,Saint Stephen,Parish,New Brunswick,1839
1303016,Maugerville,Parish,New Brunswick,1831
1308021,Saint-Louis,Parish,New Brunswick,1802
1302026,Saint Andrews,Town,New Brunswick,1786
1310004,Manners Sutton,Parish,New Brunswick,1777
1311011,Brighton,Parish,New Brunswick,1735
1308007,Saint-Antoine,Village,New Brunswick,1733
1311008,Northampton,Parish,New Brunswick,1724
1311031,Wicklow,Parish,New Brunswick,1697
1309026,Southesk,Parish,New Brunswick,1694
1309038,Neguac,Village,New Brunswick,1684
1314006,Balmoral,Village,New Brunswick,1674
1311027,Florenceville-Bristol,Town,New Brunswick,1604
1313024,Saint-Jacques,Parish,New Brunswick,1596
1312006,Perth-Andover,Village,New Brunswick,1590
1309004,Glenelg,Parish,New Brunswick,1560
1313022,Saint-Joseph,Parish,New Brunswick,1538
1314021,Saint-Quentin,Parish,New Brunswick,1532
1302042,Saint David,Parish,New Brunswick,1529
1305034,Springfield,Parish,New Brunswick,1525
1302018,St. George,Town,New Brunswick,1517
1312008,Gordon,Parish,New Brunswick,1493
1310024,Southampton,Parish,New Brunswick,1484
1312014,Denmark,Parish,New Brunswick,1471
1305023,Sussex Corner,Village,New Brunswick,1461
1314025,Belledune,Village,New Brunswick,1417
1307029,Petitcodiac,Village,New Brunswick,1383
1305018,Norton,Village,New Brunswick,1382
1315021,Saint-Isidore,Parish,New Brunswick,1361
1305026,Cardwell,Parish,New Brunswick,1353
1308014,Weldford,Parish,New Brunswick,1338
1315026,Caraquet,Parish,New Brunswick,1337
1314004,Charlo,Village,New Brunswick,1310
1306011,Hillsborough,Parish,New Brunswick,1308
1315027,Bas-Caraquet,Village,New Brunswick,1305
1311001,Richmond,Parish,New Brunswick,1303
1305016,Norton,Parish,New Brunswick,1301
1313006,Saint-Léonard,Town,New Brunswick,1300
1315032,Lamèque,Town,New Brunswick,1285
1306025,Hillsborough,Village,New Brunswick,1277
1305004,Upham,Parish,New Brunswick,1269
1308018,Richibucto,Town,New Brunswick,1266
1315016,New Bandon,Parish,New Brunswick,1214
1311024,Peel,Parish,New Brunswick,1196
1301016,Musquash,Parish,New Brunswick,1194
1302039,Saint James,Parish,New Brunswick,1186
1307008,Sackville,Parish,New Brunswick,1182
1309044,Esgenoôpetitj 14,Indian reserve,New Brunswick,1179
1310021,Queensbury,Parish,New Brunswick,1174
1309017,Rogersville,Village,New Brunswick,1166
1315036,Bertrand,Village,New Brunswick,1166
1310006,McAdam,Village,New Brunswick,1151
1309031,Newcastle,Parish,New Brunswick,1136
1301001,Saint Martins,Parish,New Brunswick,1132
1313001,Saint-André,Parish,New Brunswick,1129
1312016,Grand Falls,Parish,New Brunswick,1109
1304025,Chipman,Village,New Brunswick,1104
1309016,Rogersville,Parish,New Brunswick,1102
1307012,Dorchester,Village,New Brunswick,1096
1312004,Perth,Parish,New Brunswick,1082
1314001,Durham,Parish,New Brunswick,1076
1314008,Dalhousie,Parish,New Brunswick,1067
1305028,Havelock,Parish,New Brunswick,1061
1305038,Greenwich,Parish,New Brunswick,1058
1307004,Botsford,Parish,New Brunswick,1058
1310034,Devon 30,Indian reserve,New Brunswick,1038
1312009,Plaster Rock,Village,New Brunswick,1023
1311018,Wilmot,Parish,New Brunswick,1022
1309011,Derby,Parish,New Brunswick,976
1313004,Saint-Léonard,Parish,New Brunswick,975
1312007,Tobique 20,Indian reserve,New Brunswick,968
1313011,Sainte-Anne,Parish,New Brunswick,964
1315037,Nigadoo,Village,New Brunswick,963
1309019,Blackville,Village,New Brunswick,958
1309014,Nelson,Parish,New Brunswick,957
1311012,Hartland,Town,New Brunswick,957
1313012,Sainte-Anne-de-Madawaska,Village,New Brunswick,957
1310054,Nackawic,Town,New Brunswick,941
1314015,Tide Head,Village,New Brunswick,938
1310016,Prince William,Parish,New Brunswick,930
1304021,Canning,Parish,New Brunswick,924
1304024,Chipman,Parish,New Brunswick,913
1307001,Westmorland,Parish,New Brunswick,908
1315038,Grande-Anse,Village,New Brunswick,899
1302012,Blacks Harbour,Village,New Brunswick,894
1306008,Elgin,Parish,New Brunswick,892
1312001,Andover,Parish,New Brunswick,891
1315013,Pointe-Verte,Village,New Brunswick,886
1315033,Sainte-Marie-Saint-Raphaël,Village,New Brunswick,879
1302004,Campobello Island,Rural community,New Brunswick,872
1308022,Saint-Louis de Kent,Village,New Brunswick,856
1304018,Waterborough,Parish,New Brunswick,847
1308008,Saint-Paul,Parish,New Brunswick,842
1310036,Stanley,Parish,New Brunswick,832
1308017,Rexton,Village,New Brunswick,830
1303001,Blissville,Parish,New Brunswick,819
1303014,Sheffield,Parish,New Brunswick,809
1302006,West Isles,Parish,New Brunswick,797
1315030,Le Goulet,Village,New Brunswick,793
1309022,Doaktown,Village,New Brunswick,792
1311026,Aberdeen,Parish,New Brunswick,781
1313039,Clair,Village,New Brunswick,781
1313002,Saint-André,Rural community,New Brunswick,772
1315022,Saint-Isidore,Village,New Brunswick,764
1312023,Drummond,Village,New Brunswick,737
1313014,Rivière-Verte,Village,New Brunswick,724
1315020,Paquetville,Village,New Brunswick,720
1304005,Gagetown,Village,New Brunswick,711
1313015,Rivière-Verte,Parish,New Brunswick,711
1308024,Acadieville,Parish,New Brunswick,709
1308026,Carleton,Parish,New Brunswick,708
1302008,Lepreau,Parish,New Brunswick,707
1303006,Fredericton Junction,Village,New Brunswick,704
1313037,Lac Baker,Village,New Brunswick,690
1302021,Saint Patrick,Parish,New Brunswick,689
1304001,Petersville,Parish,New Brunswick,681
1302028,Saint Croix,Parish,New Brunswick,657
1314016,Eldon,Parish,New Brunswick,657
1314012,Addington,Parish,New Brunswick,656
1304011,Cambridge,Parish,New Brunswick,647
1306001,Hopewell,Parish,New Brunswick,647
1315017,Saint-Léolin,Village,New Brunswick,647
1303018,Northfield,Parish,New Brunswick,620
1303005,Tracy,Village,New Brunswick,608
1313041,Saint-François,Parish,New Brunswick,606
1313018,Saint-Basile,Parish,New Brunswick,592
1302031,Dufferin,Parish,New Brunswick,573
1313035,Baker-Brook,Village,New Brunswick,564
1304013,Cambridge-Narrows,Village,New Brunswick,562
1304014,Johnston,Parish,New Brunswick,560
1311019,Centreville,Village,New Brunswick,557
1302024,Saint Andrews,Parish,New Brunswick,553
1309035,Eel Ground 2,Indian reserve,New Brunswick,532
1310011,Canterbury,Parish,New Brunswick,525
1309006,Chatham,Parish,New Brunswick,511
1315040,Maisonnette,Village,New Brunswick,495
1310019,Kingsclear 6,Indian reserve,New Brunswick,493
1313032,Saint-Hilaire,Parish,New Brunswick,478
1311030,Bath,Village,New Brunswick,476
1311021,Simonds,Parish,New Brunswick,473
1313042,Saint-François de Madawaska,Village,New Brunswick,470
1305024,Waterford,Parish,New Brunswick,469
1312011,Lorne,Parish,New Brunswick,464
1303004,Gladstone,Parish,New Brunswick,452
1309021,Blissfield,Parish,New Brunswick,451
1307011,Dorchester,Parish,New Brunswick,429
1304008,Wickham,Parish,New Brunswick,427
1310037,Stanley,Village,New Brunswick,412
1307002,Port Elgin,Village,New Brunswick,408
1310005,Harvey,Village,New Brunswick,358
1310014,Dumfries,Parish,New Brunswick,356
1306003,Riverside-Albert,Village,New Brunswick,350
1308010,Harcourt,Parish,New Brunswick,346
1310012,Canterbury,Village,New Brunswick,336
1302044,Dumbarton,Parish,New Brunswick,335
1306004,Harvey,Parish,New Brunswick,333
1314010,Eel River 3,Indian reserve,New Brunswick,329
1311005,Woodstock 23,Indian reserve,New Brunswick,327
1305008,Rothesay,Parish,New Brunswick,325
1305036,Kars,Parish,New Brunswick,325
1304004,Gagetown,Parish,New Brunswick,311
1309023,Red Bank 4,Indian reserve,New Brunswick,309
1312002,Aroostook,Village,New Brunswick,306
1313038,Clair,Parish,New Brunswick,283
1303013,Oromocto 26,Indian reserve,New Brunswick,282
1314005,Balmoral,Parish,New Brunswick,278
1304006,Hampstead,Parish,New Brunswick,277
1301002,St. Martins,Village,New Brunswick,276
1313008,Notre-Dame-de-Lourdes,Parish,New Brunswick,275
1313034,Baker Brook,Parish,New Brunswick,275
1310025,Millville,Village,New Brunswick,273
1313033,St. Hilaire,Village,New Brunswick,252
1305001,Hammond,Parish,New Brunswick,251
1310008,North Lake,Parish,New Brunswick,233
1314003,Colborne,Parish,New Brunswick,227
1313020,St. Basile 10,Indian reserve,New Brunswick,214
1306006,Alma,Village,New Brunswick,213
1304016,Brunswick,Parish,New Brunswick,203
1310013,Meductic,Village,New Brunswick,173
1302001,Grand Manan,Parish,New Brunswick,145
1308020,Indian Island 28,Indian reserve,New Brunswick,138
1315010,Pabineau 11,Indian reserve,New Brunswick,134
1308003,Buctouche 16,Indian reserve,New Brunswick,96
1314026,Indian Ranch,Indian reserve,New Brunswick,89
1310007,McAdam,Parish,New Brunswick,73
1302014,Clarendon,Parish,New Brunswick,63
1309034,Big Hole Tract 8 (South Half),Indian reserve,New Brunswick,48
1307014,Fort Folly 1,Indian reserve,New Brunswick,40
1308012,Huskisson,Parish,New Brunswick,15
1309047,Tabusintac 9,Indian reserve,New Brunswick,10
1313028,Madawaska,Parish,New Brunswick,10
1306007,Alma,Parish,New Brunswick,5
1313036,Lac-Baker,Parish,New Brunswick,5
1001519,St. John's,City,Newfoundland and Labrador,108860
1001485,Conception Bay South,Town,Newfoundland and Labrador,26199
1001542,Mount Pearl,City,Newfoundland and Labrador,22957
1001517,Paradise,Town,Newfoundland and Labrador,21389
1005018,Corner Brook,City,Newfoundland and Labrador,19806
1006017,Grand Falls-Windsor,Town,Newfoundland and Labrador,14171
1006009,Gander,Town,Newfoundland and Labrador,11688
1001504,Portugal Cove-St. Philip's,Town,Newfoundland and Labrador,8147
1010025,Happy Valley-Goose Bay,Town,Newfoundland and Labrador,8109
1001509,Torbay,Town,Newfoundland and Labrador,7899
1010032,Labrador City,Town,Newfoundland and Labrador,7220
1004019,Stephenville,Town,Newfoundland and Labrador,6623
